266 contests
rank	name	rating	participations
738	aqibm	2366.25886459897	42
739	Arsenal-591	2366.2141057610565	17
740	bupt_wc	2365.68458862209	69
741	wechat_cph	2365.3850209547204	54
742	harshranjan069	2364.8719452030136	27
743	elvinyang	2364.091950899419	119
744	flyingpenguin	2363.8933340346134	45
745	x372p	2363.7728117207544	108
746	Nightbolt	2363.2617125257498	31
747	xnynzn	2363.212508441686	28
748	yamunaku	2362.7713044669276	9
749	ForGive	2362.733749763947	146
750	cppowboy_i_am_back	2362.388606609939	24
751	leafblade	2361.3962574489683	46
752	bluedawnstar	2360.52791767504	46
753	box_of_donuts	2360.4806487699466	40
754	chuan-chih	2359.999529856857	112
755	cjoa	2359.979015975636	56
756	daurenabd	2359.675176856366	33
757	XuenanGuo	2359.466725797974	47
758	danile53	2359.3663345031887	33
759	yijiezhu	2358.9570578278053	26
760	drd93	2358.646419001123	14
761	happymark	2358.473177746286	39
762	lamfap	2358.104762150192	14
763	hupili	2357.690176546627	104
764	sheepv5	2357.680650367424	22
765	mchandy36	2357.6206713252177	24
766	kafuu-chino	2357.373483765711	16
767	weihongji1206	2357.099791509678	17
768	goldfish_hcy	2357.0640292100898	23
769	zesen	2356.931958692493	7
770	janwei	2356.8842138221585	52
771	s3m7	2356.5531287354265	43
772	Altynai	2356.4266940541747	46
773	xpycc	2356.4046772599	28
774	mohitbhura	2356.338411989033	19
775	z-jo	2355.963850127799	4
776	supernanren	2355.6704153733	20
777	windxrz	2355.620361692055	14
778	fishlicker	2355.4948409333456	15
779	lucien_z	2354.5574486076835	23
780	gemingshangweichenggong	2354.362944143242	31
781	lee215	2354.2056050816404	26
782	song-204	2353.793389762175	38
783	sssworld	2353.5192673171096	23
784	cmaster_	2353.498479121445	7
785	charliemeng	2353.258126994811	125
786	mintrush	2353.1179322425273	28
787	AmekiKyou	2352.607959638418	13
788	foxtail	2352.1404809894357	15
789	YuranN	2351.7631618973955	65
790	Aircy	2351.7371992395642	63
791	imulan	2351.396818334858	6
792	jasxu	2351.1509733189478	22
793	iliyas1155	2350.741989818717	48
794	chejianchao	2350.7008598601005	188
795	pazzle1230	2350.476654035656	8
796	sztly	2350.4535984899694	16
797	chemikadze	2350.1190520532687	26
798	dancooper	2349.7609824512697	66
799	RwbTw7VcSkaFETGr	2349.7060377883695	18
800	billydou	2349.6879075558672	19
801	RedMoon	2349.315299587746	38
802	modi_nitin13	2349.313073814061	35
803	zi-zheng	2349.0982027831474	40
804	mhaghpanah	2348.9483473121595	67
805	untitled-4z	2348.7572245747806	9
806	kayroger-n	2348.5000221324817	5
807	soulshooter	2348.482457743066	40
808	mkcmkc	2348.2841640251063	19
809	pcwangdx	2347.5879001743115	19
810	cjy-e	2347.189972862108	15
811	u3434555	2347.1152353166412	91
812	alreadydone	2346.9304950329083	26
813	PlusOneSecond	2346.131162542474	26
814	haitao7	2345.9293252603948	60
815	llaki	2345.741237114583	5
816	tganonymous	2345.5983194683577	10
817	HDSpray	2345.012980585757	22
818	lpang36	2344.6793854540065	27
819	eterxroc	2344.2439701321864	69
820	duo-15	2344.2050482264117	29
821	fnwjkm	2344.0602755267537	51
822	fukuzawa_yumi	2343.7774172175664	27
823	vsam09_iitg	2343.668322441653	30
824	chuongk	2343.5595173624765	32
825	xn1990114	2343.2545229480447	124
826	mesh_shubham	2343.026770566486	25
827	zwliew	2342.847421032053	24
828	csferng	2342.7872738980222	9
829	leonxpray	2342.621781563564	59
830	giftwei	2342.2817289535406	125
831	hxu10	2342.24078104782	87
832	nagato1208	2342.188277341479	75
833	ldhnguyen94	2341.9498774062545	27
834	cnbyb	2341.801952686137	19
835	galiniunan	2341.7309870209147	104
836	sravanbansal08081998	2341.561106232951	16
837	KKKXY	2341.2817640854823	19
838	khaufnak	2340.6238927641202	40
839	hansen111	2340.2858131478333	81
840	llcDK	2339.6336675122748	27
841	ChangXingJiang	2339.579946188029	16
842	xieyijian1997	2339.436096875112	7
843	kuro10	2339.3337605655693	35
844	hujc	2338.457577131136	30
845	ji-gong	2337.955282689878	17
846	rupakthakur97	2337.933488205714	21
847	sg060723	2337.8235779053293	17
848	rohingarg123	2337.5410597846353	9
849	huaiyan	2337.4176836269585	98
850	MAO1112	2337.0473881068115	57
851	liuyuchen0921	2336.601362816475	14
852	KobeDuu	2336.569271917919	45
853	basselbakr	2336.5303627637795	22
854	cushion	2336.268490759016	22
855	shiwt	2336.263183733806	16
856	everything_now	2335.7560076797367	27
857	frankkkkk	2335.748651881235	43
858	anthonyhkf	2334.823911909908	17
859	raft	2334.2832214822806	25
860	hanwang	2333.850396920322	189
861	Dengxj	2333.7291872971296	133
862	iynaur87	2333.307306170931	48
863	WindQAQ	2333.293332932382	31
864	xianglaniunan	2333.2424547425367	68
865	syllcs	2333.2399495077425	26
866	vivek8420	2332.9551782182757	40
867	yanrcheng2	2332.5511530999133	55
868	Carno	2332.3806534374326	34
869	mintyc	2332.1534373770633	35
870	EagleEyeKestrel	2331.4132462903995	36
871	pkucoin	2331.412663827462	194
872	winter_training	2331.287542911539	17
873	yafithekid	2330.3437850324394	19
874	RogerWWW	2330.2731607406545	36
875	ferrarima	2329.95201244063	33
876	hac	2329.736816954415	29
877	25toma	2329.7123713108554	14
878	alexym	2329.6090304857244	50
879	Fuquan	2329.447190693717	100
880	xm45	2329.2333798425793	28
881	choni3	2328.6956223666807	10
882	fanqiexi	2328.345072885745	16
883	louiezhang	2327.618434974978	68
884	yaoct	2327.554977323046	23
885	rongzhihao	2326.9287096828293	55
886	fuhuoyeyou	2326.8735076194944	14
887	Time-Limit	2326.7971006884854	49
888	guoheng1101	2326.701903284644	41
889	loftnova	2326.613312017703	26
890	kliu4	2326.281440826295	17
891	improvingzero	2326.0884712923894	22
892	AdamTai	2325.7422024569373	197
893	2wsx2wsx2wsx	2325.2829560851123	51
894	evan_hossain	2324.7184329479796	64
895	agakishy	2324.6652276748337	92
896	LbyoAo	2324.6216988333963	19
897	zxononame	2323.747036760144	7
898	nekochen0	2323.6813655819396	45
899	sshang0_0	2322.684917384164	10
900	codename_cys	2322.2047102072506	47
901	phoenix-13	2321.6233410353116	18
902	mshvets	2321.5580412120644	21
903	Gambler147	2321.0774003956963	43
904	hiehie	2320.982882464215	30
905	Seayahh	2320.124187388215	57
906	blademamama	2319.9692404117795	54
907	hust_dhc	2319.9482527734576	23
908	shuhu	2319.552657110564	49
909	maoyp	2319.340827444354	60
910	insomniacat	2319.11860131769	72
911	rickettsdinner630	2318.9437607492714	13
912	voidmaina	2318.555350142952	32
913	colinchen94	2318.4759461720523	17
914	jariasf	2318.391307536009	216
915	Dhruvjain2000	2317.6147987604577	43
916	hum	2317.1762659550513	72
917	FrankLu0618	2317.149081728124	31
918	mike51	2316.452935606424	37
919	zhichenggu	2316.4101931425007	49
920	phoenix-123	2315.515774237477	20
921	fli	2315.0115700604624	26
922	Eternal_Answer	2314.9556217903273	10
923	becauseiambatman	2314.8743831431684	37
924	shiguojq	2314.871140805802	39
925	haidixiansheng2020	2314.7640080669003	58
926	qzane	2313.70578748958	29
927	papaya	2313.46640730962	64
928	sam997	2313.1755126790044	53
929	_-_-_-	2312.978218916687	14
930	dinica	2312.896933613552	7
931	tuanpnm	2312.711171238147	57
932	zhupeijun	2312.570968910003	44
933	MesbahTanvir	2312.5514404513506	8
934	raomeng	2312.4215398561	13
935	foreverhighness-meow	2312.270419027984	24
936	VVCepheiA	2312.109125157197	4
937	astrowu	2312.065930554071	43
938	yuzhou	2311.6422372559705	3
939	613	2311.5605289737387	4
940	yizhou_w	2311.1820840574574	24
941	cui-xiao-jun	2311.0993372715925	30
942	MMMMMMoSky	2311.090207198609	42
943	fan-cai	2310.5415725471903	16
944	andrew6	2310.440106115389	23
945	melodrama	2310.343696218398	7
946	galaxies	2309.8904159115305	16
947	xyl-5	2309.8282338571	13
948	ga-beng-cui-7	2309.603757573736	36
949	LuckyPants	2309.1693833039276	32
950	Parallelc	2309.160729426341	18
951	biltharesatyendra	2308.8613650882653	82
952	jklp2	2308.550401078352	65
953	Rayleigh0328	2307.9486296768064	81
954	gpane	2307.8557380382435	70
955	Shf	2307.8144969446034	36
956	yubing93	2307.742208337971	35
957	howeverforever	2307.469907217279	35
958	pnzhao	2307.1572012283864	50
959	mattrl	2307.059990039823	39
960	ihalbmond	2306.038075333668	6
961	yuanzhendai	2306.0058205671044	64
962	kelvinchandra1024	2305.870624307748	110
963	Wizmann	2305.4882242971776	24
964	khaled_sliti	2305.330727515476	5
965	leetcode_3604	2305.253993009347	40
966	d1nesh	2305.027151798943	64
967	trsteel	2304.693713456676	40
968	lyhshang	2304.5027656158263	20
969	heshan1234	2304.130447595878	76
970	BirdJump	2303.82735240029	97
971	wqh2019	2303.676616051792	37
972	mban259	2303.5345374364424	18
973	alkjash876	2303.5320290881727	6
974	keyunjie96	2303.402351927995	18
975	66brother	2303.3259030635495	23
976	zhangwei00	2303.276591537879	45
977	simulated-anneal	2303.2559217619046	5
978	JenningsWG	2303.19916564855	28
979	richardjcy	2302.631921735621	147
980	alwinpeng	2302.551188883555	11
981	gou-sha	2302.545031899865	9
982	osamamohamed	2302.1201827708574	16
983	aparichit	2301.871317889751	8
984	nate17	2301.6372916265523	63
985	66bro	2301.432547265138	17
986	happywunaiping	2301.155252349062	18
987	matyukevich	2301.1246709951442	53
988	tianhao2	2300.9922131313233	104
989	nevergum	2300.7228240985905	43
990	weiyanthor	2300.5897353262353	33
991	murkyautomata	2300.550934450944	24
992	immike	2300.5428243138176	75
993	Hai_dee	2299.9896269690194	68
994	5lipper	2299.8654574313477	45
995	lz_askey	2299.6378703545474	18
996	dikra	2299.4986827406565	37
997	Informatimukas	2299.4837810595827	4
998	fengzlzl	2299.2367834916054	18
999	K_kkkyle	2299.146136692158	61
1000	jonnymcgow7	2299.090346796716	14
1001	jthuang41	2298.873231119185	74
1002	hsiu	2298.8607162671483	35
1003	Neymars	2298.804011488273	50
1004	nshal	2298.6303889430706	59
1005	zenan	2298.5999121292493	61
1006	seryp	2298.3658182870104	42
1007	hhhhkkkkkk	2298.3625877577742	46
1008	renascencepjw0510	2298.137936534153	6
1009	Ar_pa	2297.5286848512487	10
1010	xinfinity	2297.3738599103895	11
1011	xyqkoala	2296.8892419021286	55
1012	fried-chicken	2296.8575419436856	11
1013	ChihoLam	2296.4024217379438	21
1014	zxtt	2296.2894603858263	18
1015	Crossea	2296.1235977447523	26
1016	chlxyd	2296.023226110173	15
1017	littledva	2295.7843221729327	14
1018	mline	2295.7722303769738	15
1019	charlie_wang1029	2295.7576617208288	66
1020	stonekyx	2295.7441480449356	28
1021	xwinderx20	2295.288457311192	41
1022	ulyssesz	2295.2270599180742	66
1023	tonghuikang	2294.850141699924	116
1024	zdu011	2294.7635867003046	18
1025	selim_pride	2294.6765822446437	25
1026	xish	2294.4230274967654	138
1027	cjameszhang	2294.2308086314188	14
1028	EulerianDescent	2293.5226397793945	11
1029	LiQuanlai	2293.1892780882263	43
1030	K-Yan	2292.6741710913216	21
1031	Adancito	2291.5857812308336	20
1032	dl3182	2291.322393627994	52
1033	bpdolson	2291.1977298198094	11
1034	alextxu	2291.101374313368	8
1035	bry_rp	2290.776252746582	4
1036	gewuer1987	2290.76189856473	100
1037	kyan__	2290.622190055204	9
1038	savcak	2290.5008491571257	30
1039	jacklv	2290.4931614495954	65
1040	deadb0d4	2290.293951829274	4
1041	nanotrt2333	2290.2475698809403	23
1042	daltao	2290.013857419792	36
1043	liudehua	2289.914692568098	8
1044	williamljb	2289.5737599789722	22
1045	buptpwy	2289.3337241528816	75
1046	narut	2289.2691858190274	35
1047	intdude	2289.2431339752256	43
1048	killer_z	2289.051382305714	12
1049	yangmei555	2288.714362492452	52
1050	raychennju	2288.4114789390205	25
1051	Neilhahaha	2288.012275470296	33
1052	maximsch2	2287.934496166628	11
1053	bugenzhao	2287.8062860774144	5
1054	FromDihPout	2287.8050329683774	31
1055	flowmemo	2287.4944668259973	48
1056	st0rm23	2287.361172908223	30
1057	pyrexshorts	2287.077653537959	17
1058	stonecr0wn	2286.94940824931	11
1059	C0R3	2286.8415176570284	28
1060	leetcoder289	2286.8001163215813	32
1061	codeworm96	2286.5601674479913	13
1062	a4615aa4615a	2286.320901222895	7
1063	zzzyq	2285.9281316005317	89
1064	coder_amateur	2285.8432629101358	21
1065	breaknow	2285.8275554763645	61
1066	vmaksimo	2285.6425745457323	20
1067	vieta	2285.433111243928	30
1068	smartzdp	2285.368470057749	53
1069	cntsmf	2285.337824891839	6
1070	ShenTM	2285.049354001805	13
1071	bernardosulzbach	2284.9034793680385	37
1072	tyhaha	2284.4631939989476	14
1073	evanyy	2284.2865201723334	28
1074	ph52	2284.1457940075534	24
1075	anh_tai	2283.9102999644833	43
1076	Masahiro7	2283.9040846109533	24
1077	tpod31415926	2283.888851853412	26
1078	sleeping-i	2283.684973304127	36
1079	a248a	2283.455803961236	13
1080	porker2008	2283.309241719213	15
1081	Bediver	2283.2069786797933	69
1082	houa	2283.1390659537137	40
1083	kuuso1	2282.854822442257	58
1084	MecentZZZ	2282.8545520141984	13
1085	nearSGB	2282.3535897407555	39
1086	hamale	2282.2198651938706	15
1087	cushionsaber	2282.1188814713378	52
1088	FightingHeart	2282.0377311452457	14
1089	chenzenian	2281.824114898406	56
1090	justinwongjianhui	2281.5384515455153	32
1091	WangQiuc	2281.193289852618	77
1092	pekopeko	2281.1832027685	11
1093	function	2280.605456759883	38
1094	jumpjump	2280.4959650710416	21
1095	odls	2280.492966776182	37
1096	sgdzw	2280.394751850393	13
1097	and1p1	2280.364330348947	27
1098	b99202021	2280.103876885298	27
1099	fluffyowl	2280.0871282700955	8
1100	wyc0807	2279.7980835057365	48
1101	zac4	2279.7504118665943	102
1102	leo934524	2279.7380222848515	57
1103	yanghaomai	2279.690987072002	23
1104	Merciless	2279.067321785342	51
1105	BirdyC	2279.0613472732875	29
1106	kumalimak	2278.9506283896694	107
1107	twu54	2278.7785853428027	18
1108	votrubac	2278.7447096382202	189
1109	mattagar6	2278.65613859197	30
1110	zhanhaosen233	2278.641226578634	30
1111	hughstudy-n	2278.330626648111	9
1112	ToffeeLu	2277.9252575143755	73
1113	paulwater	2277.903852550728	64
1114	bi-sai-zhuan-yong	2277.597781592862	12
1115	connor4	2277.551444847372	43
1116	beat1Percent	2277.44505638735	76
1117	polesun	2276.883171511258	64
1118	ChunjieShawn	2276.877058682498	22
1119	sin1080	2276.7124372999906	9
1120	bubble-coin	2276.6819892427097	34
1121	Yao_Yin	2276.4752957133196	38
1122	Garrity	2276.4085355867755	20
1123	hcchiu	2276.285863955486	55
1124	533-5	2276.2834357262177	37
1125	AQT	2276.1022090911865	3
1126	devilhtc	2276.01410301497	16
1127	wentian	2275.8852798372063	22
1128	mofanwin	2275.8826457717573	62
1129	cheng-en	2275.5619786729812	44
1130	xrtgavin	2275.2008018399442	16
1131	theoroi	2275.0157240501426	57
1132	experiencor	2274.865769002472	34
1133	lifuhuang	2274.8530156792885	42
1134	hn2zzzz1996	2274.8450648409357	15
1135	vlam21	2274.808186761535	24
1136	tangyi970517	2274.72277205326	10
1137	Chunmeng_Zhong	2274.038957928698	42
1138	oelciviqmqvdgdrz	2274.000555326992	46
1139	kf11	2273.966596949668	4
1140	danielwang5	2273.6886061712958	15
1141	aChris	2273.5964900981676	43
1142	shua-ti-shi-wo-bian-qiang	2273.441286330978	48
1143	frankyyzy	2273.3842661904873	64
1144	purkyston	2273.2318015243013	20
1145	user6229l	2273.0656288752984	13
1146	xiabin	2273.0450314012783	34
1147	yaroslav-repeta	2273.037111373196	43
1148	ImprovingZero	2272.797144539736	51
1149	anishmahto	2272.7621218875242	25
1150	i-am-what-i-am-o	2272.3834017108484	17
1151	yuhan-wang	2272.118303132665	46
1152	ralf_tianyi	2271.557802784372	87
1153	bell-10	2271.5297273239057	16
1154	bilguunzen	2271.4537808104287	29
1155	danielcy715	2270.6765126474083	55
1156	nilomai	2270.0875255146198	5
1157	beExcited	2270.03194347708	15
1158	sponge_wxy	2269.99759931075	36
1159	astroash	2269.5726963016964	42
1160	neomao	2269.559245360834	38
1161	wwzzll	2269.168800112794	15
1162	dabien1	2268.953911033738	117
1163	PENG_Chao	2268.623608254737	50
1164	lytton	2268.484196425408	17
1165	abhutani06	2268.444961079187	21
1166	Loner0822	2268.2778929850924	17
1167	Bellerophon	2268.1206295570205	37
1168	thread_start	2268.0308199672854	114
1169	compton_scatter	2268.020058426379	92
1170	qibincode	2267.9758616024023	9
1171	HanBurger	2267.658517089585	14
1172	yren2	2267.4190712304166	74
1173	nathanl3	2267.254182971372	13
1174	alphacarrot	2267.211874840199	29
1175	mitribunskiy	2267.190520278668	45
1176	sunjc-3	2267.091291212203	43
1177	nhatdx	2267.0856566297266	118
1178	smilyt_	2266.932162078368	19
1179	shu-xie-fan	2266.8643249325414	32
1180	yyfish88	2266.8461152477303	28
1181	kennethsnow	2266.5982921918235	3
1182	gyang274	2266.41386333914	11
1183	JackWindows	2266.162629692218	9
1184	zwlwf	2265.9874811061422	47
1185	y119777	2265.7049049610305	220
1186	Faber99	2265.389276713082	53
1187	hermanurikh	2265.353642228647	41
1188	conanjinming	2265.2563851278146	72
1189	SeymourLee	2265.0357059203106	52
1190	YJWD	2264.5920068712253	11
1191	insane_reckless	2264.569553873549	34
1192	luzi82	2264.5323186006462	8
1193	alacarte	2264.3836994198577	47
1194	BingleLove	2263.9439266833992	83
1195	lovedsp210	2263.810712883499	131
1196	hansirchen	2263.75724800475	11
1197	DancingSoul	2263.7481557999818	12
1198	xuzijian629	2263.4818727438574	18
1199	NeshAK	2263.461897462215	53
1200	jrying	2262.8237905809788	41
1201	zzucainiao	2262.689106069933	63
1202	unreal13	2262.5790328957273	18
1203	sidag	2262.5670681695406	26
1204	z_zhaojun	2262.395596601761	77
1205	zecong-hu	2262.277683139675	6
1206	jq_huang	2262.197750688278	32
1207	ahmedalaaz	2262.09153326856	9
1208	sashulya	2261.902127626355	11
1209	silvertint10	2261.8134398794896	21
1210	tom0727	2261.805631418586	28
1211	rapchen	2261.608628424152	10
1212	arsenal591	2261.1319868202972	17
1213	lemiao	2260.922629543768	55
1214	satyajeet104	2260.2135462124816	51
1215	dull_jester	2259.859948233503	46
1216	kotomord	2259.8268231724146	21
1217	luckcul	2259.485232544907	41
1218	shang-jue-f	2259.2821047425487	13
1219	half-empty	2259.194728838095	37
1220	iejepwy	2258.863405264667	47
1221	ttfreedom306	2258.7465790098277	34
1222	yesot715	2258.654689669393	12
1223	dijks	2258.6005205734878	41
1224	eastflag	2258.5714095397784	42
1225	Poohdxx	2258.2002453062055	32
1226	suri429	2257.945499206464	15
1227	user7194i	2257.692485741373	42
1228	kuailezhish	2257.6713639131503	14
1229	cpparabian	2257.634538503551	57
1230	grawlixes	2257.5517852076487	74
1231	lauraTsai	2257.5428920568465	48
1232	siyutao	2257.2848701402827	30
1233	volodymyr_k	2256.9646466190393	44
1234	wen-cong-d	2256.7858965315827	38
1235	timFan	2256.6861777072513	54
1236	paperstiger	2256.6283279086883	77
1237	fkx1998	2256.583077986569	15
1238	ikusoken	2256.5153387895134	8
1239	0xF4	2256.453992969112	49
1240	xiaok0707	2256.1913993588596	52
1241	artin7	2256.1302038587555	27
1242	yunpingwang13	2256.1226819199624	20
1243	dogma	2255.9892605056784	66
1244	Or1	2255.7367269993547	24
1245	tcan1993	2255.544365977715	15
1246	crazy_y	2255.459309024777	24
1247	nilgonc	2255.351114800033	31
1248	KHVic	2255.2595536061867	36
1249	goodluck_yh2018	2255.206718732769	58
1250	he-yu-am	2255.181019215621	14
1251	dbdbdb	2255.0465098236946	11
1252	jiaweil	2255.043190996196	36
1253	t_bone_289	2255.03304596634	21
1254	breakin1dipper	2254.772612456208	122
1255	joannaleetcode	2254.7610531941873	46
1256	xiaochong1117	2254.7471363256423	12
1257	wangsenyuan	2254.2787646628085	78
1258	sodestiny	2254.2178876641647	35
1259	snik-x86-64	2254.0169609446552	11
1260	ghost-37	2253.997453121629	13
1261	byphoenix	2253.6218898819034	32
1262	tangyao0792	2253.3699821902405	35
1263	buyaojiaowobisai	2253.239299288054	29
1264	ercument	2253.2303554633236	54
1265	maoxm	2252.964732160409	17
1266	zestypanda	2252.9372902644864	27
1267	bobalice	2252.6746159349423	81
1268	bethoven	2252.579543912529	42
1269	CodeTerminator	2252.520819132415	22
1270	bird_14	2252.2417874234065	34
1271	zzb111	2252.161430569087	10
1272	zonglinjiang	2252.028156433898	58
1273	ZiyueYang	2251.8820342426034	17
1274	liyinhgqw	2251.8183894384665	46
1275	Charles000	2251.4364107584147	79
1276	hdzhang	2250.8004748360686	29
1277	Wonter	2250.6533649988282	36
1278	levyjeng	2250.5005123833275	25
1279	copyreadmachine	2250.4817352729956	38
1280	fighting_for_flag	2250.006042267386	83
1281	YI-DING	2249.7054242372647	62
1282	qian48	2249.558054865029	49
1283	unfinishedmission	2249.053379041263	24
1284	pvtuan10	2249.001573688195	74
1285	keyurpotdar	2248.7638120086513	15
1286	Arco	2248.7271351051286	42
1287	hungwei728	2248.70606039588	16
1288	tienthanh214	2248.5722983234687	9
1289	36185712	2248.151202619516	37
1290	tsushima	2248.0989034797244	113
1291	wangogogo	2247.8108408598646	40
1292	zscoder	2247.76181034222	9
1293	Anzoteh96	2247.714861296746	29
1294	ghouyl-2	2247.6245596774784	105
1295	nociIantro	2247.4662061238296	14
1296	yambe2002	2247.3509343094247	39
1297	absolute_Coder	2247.208201826818	31
1298	snickeen	2247.1617346277	20
1299	umopepisdn	2247.146704723574	62
1300	joshuarchin	2246.986132011645	6
1301	resara	2246.940244739419	46
1302	Decision	2246.8456960060184	24
1303	ambling	2246.8172200128884	59
1304	bking2015	2246.6327953607706	32
1305	kimuchibox4000	2246.6016941461435	38
1306	YanJF	2246.467863726196	87
1307	Arucade	2246.4661938954964	44
1308	Yulian_Yarem	2246.336448834174	6
1309	habaj	2246.2958059201674	24
1310	acw_wangdh15	2245.871504557543	15
1311	jassy	2245.643132673476	71
1312	ame-9	2245.5768598290992	21
1313	Gaurav_8	2245.5398015518763	15
1314	RedmondCoder	2245.488691846687	22
1315	zy_	2245.381236687104	40
1316	fbma	2245.3721069792064	42
1317	mouradfelipe	2245.281946888752	20
1318	asuta274	2245.2452565600356	44
1319	xywang0520	2245.2317609756824	69
1320	jianzhi42	2244.9901888945274	5
1321	jprakhar77	2244.8923253327175	15
1322	HonghuiZ	2244.7873876104977	16
1323	sheng5	2244.7202542154237	38
1324	tiesto1114	2244.6811649256033	33
1325	Grave_Me_Gray_For_You	2244.341423850189	26
1326	tsyr8924503	2243.9857106997106	12
1327	shan-gao-shui-chang-3	2243.8925922085477	29
1328	ChenDanni	2243.86559546446	70
1329	Greatjian	2243.3871864068906	46
1330	meowhuang	2243.3650326629627	11
1331	forresty	2243.364882449296	25
1332	hdchen	2243.230091871582	149
1333	wyuanTju	2243.1485874071873	28
1334	cheniyuan	2242.780723137351	20
1335	Zheng_Four_Oranges	2242.5088892341187	14
1336	huxiaokang	2242.477055413206	24
1337	logos104	2242.3470794766263	52
1338	milu	2242.291608369548	132
1339	jason_wong1	2242.2786214962366	88
1340	ye15	2242.045887772544	64
1341	zhutianqi	2241.7836832178164	49
1342	rowechen	2241.658036286632	6
1343	hprAQ8MXVC	2241.558168793608	35
1344	Jinius	2241.356049040795	86
1345	iwfwcf	2241.3472979206604	63
1346	POTR127	2241.128792591554	13
1347	9646516	2240.754836053331	10
1348	nafi3000	2240.5514842571265	14
1349	gingerale	2240.504150212535	17
1350	Elementt	2240.3219605174777	17
1351	waitnote	2240.2912282230786	26
1352	kradmoa	2240.255538865758	25
1353	hastings2k	2240.1866255556993	57
1354	richenyunqi	2240.165591572887	51
1355	paigulong	2240.154442435445	9
1356	th015	2240.1182312200913	42
1357	Asagi	2239.929374803647	37
1358	mei-qian-chi-bai-cai	2239.878472085946	24
1359	kaddie	2239.8284931053386	32
1360	nehcdnr	2239.572024350933	17
1361	sohrabroohi	2239.568917917884	34
1362	rx782	2239.334203397538	14
1363	cniawk46	2239.3226841463247	26
1364	submitwithoutrun	2239.150391752014	28
1365	nick314	2238.8816872585585	37
1366	felicia1994	2238.8636497495436	16
1367	qinggniq	2238.831492334047	40
1368	Han6044	2238.4257098528246	68
1369	lolcharles	2237.9008302354846	17
1370	zjj1149	2237.5204621365174	62
1371	HossamDoma	2237.292008666241	9
1372	grayluck	2237.2228403886156	4
1373	willhacker777	2236.9258500520077	9
1374	lghlmcl	2236.917311582075	10
1375	Han3000	2236.673075507232	28
1376	ljr1226	2236.5071527289133	94
1377	Madman_FF	2236.500848943883	14
1378	nnnnobody	2236.123196117917	21
1379	yihuikang	2236.0046729349156	21
1380	acw_sfpotato	2235.8677346718514	24
1381	zy07621	2235.3976830637234	48
1382	coder_h	2235.278959018003	17
1383	Harkness	2235.2748995230095	29
1384	yiyue15	2235.2196311740963	21
1385	shell32	2235.1298698966907	88
1386	aeternalis1	2235.1104890306788	4
1387	GaleZhang	2234.931701177019	58
1388	Jetman	2234.837906464596	53
1389	kevincabbage	2234.8209991902386	210
1390	thuutin	2234.817372329521	71
1391	jpsagarm95	2234.7834367192786	24
1392	ccyjava	2234.63689363955	26
1393	wellcs	2234.5496915106487	57
1394	npuzj	2234.0429478308192	36
1395	jiang-shi-gong-yuan	2233.949960898927	30
1396	oLMHo	2233.8073740434984	21
1397	kun368	2233.5462453670657	49
1398	Lencerf	2233.4173651175824	82
1399	cpcs	2233.175373429155	12
1400	hanzhoutang	2233.0103500792743	94
1401	Felerius	2232.873195409775	3
1402	shirakia	2232.8011602781457	34
1403	lih	2232.662405841065	47
1404	AsiaDanceKing	2232.4884326587976	30
1405	lotayliu	2232.4062710894996	41
1406	kkgmig29	2232.2299465215715	14
1407	tomarint	2232.2037187339597	65
1408	eddy1021	2232.1653132637343	3
1409	shuixiaoyuan	2231.993384322119	46
1410	happybelly	2231.871300600113	159
1411	huai-an-2	2231.860859369674	32
1412	Cameroceras	2231.775525277811	35
1413	devil_itself	2231.538773413306	14
1414	oldcrow0613	2231.380886627434	46
1415	REED_W	2231.1699092676035	23
1416	user4607v	2231.1075190142797	44
1417	mikefong	2231.1002390489566	32
1418	Laurant-L	2231.0271759827933	3
1419	tichuot97	2230.8860793709755	4
1420	XinyuanGGG	2230.759430382852	16
1421	nsuke	2230.7415084871786	20
1422	zl1zl	2230.684958415791	89
1423	devilivm	2230.6495077750997	30
1424	everchem	2230.345377547776	22
1425	Codeless	2230.0618345554412	47
1426	wangbinquan	2230.0553624112613	18
1427	danzhi	2229.5084489788333	90
1428	Uynait	2229.494986933307	48
1429	Siddhant_Khare	2229.4817327444293	32
1430	krivakin	2229.186140913958	36
1431	KochiyaOcean	2229.1778986260992	42
1432	blaksmatic	2229.070544404164	26
1433	29834829	2229.063901300244	27
1434	near4ever	2228.793022969114	39
1435	knightzf	2228.581563603585	91
1436	linxiaotian	2228.5588518433924	30
1437	yuruiyin	2228.540443769977	51
1438	yetingqiaqia	2228.528040238703	31
1439	sunhao2017	2228.413650501593	32
1440	farhanshahoriar	2228.1249368340955	46
1441	Vax	2228.0014956902182	5
1442	YetAnotherID	2227.473108313639	44
1443	je390	2227.431919188659	80
1444	hyp1231	2227.3450361642917	16
1445	Tom_Smith	2227.242730153117	18
1446	zacharyh211	2227.232114664696	23
1447	ericxbn	2227.1066303736543	87
1448	programbhavan	2227.0836569933276	65
1449	DeerSong	2226.6286044897356	19
1450	chang_you_ren	2226.476094819301	40
1451	bing-yu-19	2226.285099338236	25
1452	user2394e	2226.1184793264592	7
1453	charan_singh	2226.1133193992277	44
1454	philip2207	2226.008757456301	24
1455	neycwang	2225.6566114647508	25
1456	Tyrande	2225.418912718911	52
1457	geek-ro	2225.385934243753	21
